,Ratings,Full_review
5341,5,This is the best phone for value for money and easily play ping in it
5342,5,Every thing is good except front camera
5343,1,Over all its good. But both front & rear camara are of worst quality.
5344,5,Happy Good
5345,4,Good one @this Price... Value for money
5346,5,"Good performance, display, sound quality & battery life. Value for money"
5347,5,Fast delivery by filpkart Well job Only 2 day
5348,4,Battery osm ..but camera very bad
5349,4,Compared to cam all things good. Good for budget people. To add this has snap dragon. Ok for 8k on old phone excahnge
5350,2,This phone hangs every now and then and it started from the very first day. Too much lag in almost every action performed. Camera is not great but okay. Battery also just okay being 6000mah. Display is really good. There are 2 speakers but again that's also just okay.  Definitely not a value for money product in my opinion.
5351,5,"Good quality ,nice performance"
5352,3,Camera is very poor...other performance is good..
5353,4,"Nice phone, love the design. Worth buy. Only thing I dislike is Google dialer."
5354,3,"Mi 9 power mob.so good but there is shortcoming,it has given Google Dialer whitch makes this set useless."
5355,5,Good deal in this price range
5356,5,Value for money
5357,4,Value for money
5358,5,Excellent mobile
5359,5,Snapdragon chipset Battery backup is nice
5360,5,Camera improve excellent condition
5361,2,Heating problem
5362,5,"Its a nice phone,,,with long lasting battery and soft disolay"
5363,2,Camera quality is so poor. Very bad camera photo is unseen
5364,4,It has stereo speaker but top side speaker volume is low as compare to bottom speaker.... but overall sound is good.  brightness level have to set 100% in outdoor areas..  phone charging takes 2.5-3 hrs to full charge as i recently purchase...
5365,5,Superb battery backup
5366,3,This phone very useful for old people who need more talk hours and battery
5367,5,"Sound is not to the mark, otherwise very good."
5368,4,Good phone ...great battery life...good display ...good performance...but the camera quality is very poor... specially the front one
5369,5,Good
5370,4,Good Camera
5371,1,Camera quality is not good
5372,5,Amazing phone
5373,5,Mi always good product....❤️👍
5374,5,Nice mobile phone Nd thanks for flip kart
5375,5,Good but camera quality not good
5376,4,Go for it... No doubt... Big battery with 22.5W fast charge.... Full hd display at this price 😍... Camera is also take good photos in daylight but not in low light.... Overall a allrounder phn....
5377,5,The camera is good and it's display is also nice..... it's colour is amazing
5378,3,Bad Camera
5379,4,Camera is bad rest everyone is so so
5380,3,Value for money and good product
5381,5,Really Good Product Love This
5382,4,Mobile is good but charger is very slow otherwise mobile is very good
5383,5,Good phone for average users..not for gamers..front camera is worst..need update to fix..otherwise good mobile
5384,4,Till it performances well....but later i don't know....what should it be performed.......thank you.....
5385,5,It was a nice phone and it's is my first phone... Superb one and still devil emi percentage can be reduced
5386,4,This mobile phone is best for parents
5387,2,Big problem in call recording
5388,5,Good phone
5389,3,Phone heat up very quickly
5390,5,"Good phone for this budget, bought one to watch videos. Good display, longer battery and fast charge."
5391,3,"Overall products is good,not for PUBG lovers"
5392,5,Very good mobile in this budget....
5393,5,Its actually a pretty good phone for the price. The usp of this device is the big 6000mah battery and full hd display at this price point( considering newly launched phone).
5394,3,"Heating issue, Slowly charging"
5395,5,"Nice & very speed, good camera."
5396,3,Camera is very poor
5397,4,Only problem with this mobile is that fast charging. For charging it's taking more time.
5398,5,Nice phone
5399,5,Mobile is very good battery backup is good and very good redmi 9 power 💪
5400,4,Massive battery with fast charge support and 662 processor helps in best performance
5401,5,Thanks for everything. All is well
5402,5,Phone very nice good battery 🔋 back up camera loock nice
5403,4,Back camera is good but selfie is worst. The phone is thick and heavy due to high battery(6000 mah). The upper part of phone get heated during charging. Sound not so loud as expected. Design is very good. Performance is very good.
5404,1,Fingerprint sensor is very slow... taking long time to full charge.
5405,5,"Awesome products, believable price, better performance, Good gaming performance not bad graphics value for the price"
5406,5,"I am happy,nice look ,battery backup is verry good"
5407,4,Value for money go for it
5408,5,Good mobile battery backup good camera good value of money sounds system a1 slim pis
5409,1,Look like old phone craches on back side movie worst
5410,5,Very nice product at this price point
5411,5,Sound quality is 2 good
5412,4,Nice mobile value for money 🤗🤗
5413,5,"Good battery life, Nice Camera with good quality photos Good display, duel speaker , best value phone in this range"
5414,5,Redmi 9 power best performance phone
5415,3,Charging time is too much 30% to 100% it's take 2hr 45min it's like an normal charger. Rear camera good battery backup poor
5416,4,Mobile is awesome but im not satisfied with the 48mp camera😕
5417,3,Bad working
5418,5,Good
5419,4,Very good performance
5420,5,value for money ❤️ ❤️ ❤️
5421,5,Nice Mobile
5422,4,Nice
5423,5,Awesome....
5424,5,Good phone
5425,4,Very good product at this price range and delivered on before time and date
5426,5,Nice mobile
5427,5,Great Product
5428,5,Excellent configuration..and Excellent performance
5429,5,Very good
5430,5,Excellent product as expected...delivery is as expected
5431,5,Nice
5432,3,Super 🔥❤️
5433,5,Phone is very good worth the money phone and camera working good
5434,5,Very good
5435,5,Awesome
5436,5,Excellent
5437,5,Not bag
5438,4,Good
5439,5,Nice
5440,5,"Camera is average, battery backup is great, display is average, performance is good. At 11 thousand rupees can be said to be fairly good."
5441,3,Front camera is very bad
5442,5,Good mobile phone..
5443,2,"Slow I daily usage it's take extra time to open apps, Fingerprint sensor also slow,"
5444,5,Nice
5445,5,Camera quality is a great👍
5446,5,All options is best performance but front camera average..
5447,5,All over Good
5448,5,Super
5449,5,NICE
5450,2,Worst performance bad ui lots of bugs in ui hang lots of time now facing problem with Bluetooth that my bluetooth headset not detecting by it sometimes ui or keyboard stop working refresh rate is very low apps opens slowly it works like 1gb ram battery back up is good one camera not upto mark
5451,5,Gud battery backup
5452,5,Very nice camera
5453,2,"Cons 1. The front camera is really bad (3GP), not sure if its due to latest update. 2. There is a lag when you open and use the camera  Pros Battery is good Audio from speaker is loud Gaming is fine Charging speed is fine  TBH my poco f1 is still much better than these phones Go for POCO M3"
5454,5,Redmi 9 power mobile is realy powerful... I like so much...full hd+ Display and battery awesome in this price...camera and side finger print sensor also good. I think little bit hanging problem is there.. Overall mobile is value for money in this price ...
5455,2,Bad camera and display
5456,5,Very nice good mobaile
5457,5,Super nice mobile Redmi 9 P
5458,5,Good performance phone under 10k
5459,4,Performance is great but Camera is average. Battery backup obviously great. Display is good. Front camera is very bad.
5460,1,Camera is bad quality
5461,1,In this phone no automatic call recording facility. Iam not recomend this product
5462,3,Nice phone
5463,5,Awesome product
5464,1,Heating probalm
5465,5,Good
5466,5,"Nice , value of many"
5467,5,Super mobile
5468,5,Wonderful redmi 9 power mobile
5469,1,Bad products l
5470,5,Have a nice phone and camera battery battery backup super
5471,4,Average
5472,5,Super
5473,4,Nice phone
5474,1,When I m updated two time mobile. But still Getting error..this big issue in this mobile...so I don't like at all.
